image_path,caption
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4692_BNF_41767783_cn_coin_23186_o_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4692_BNF_41845901_cn_coin_26281_o_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4692_cn_coin_21050_p_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4692_cn_coin_21051_p_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4692_cn_coin_21053_p_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4692_cn_coin_21054_p_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4692_cn_coin_21089_p_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4692_cn_coin_21091_p_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4692_cn_coin_21092_p_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4692_cn_coin_21093_p_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4692_cn_coin_21094_p_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4692_cn_coin_23184_p_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4692_MK_18230151_cn_coin_17967_o_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4692_MK_18231695_cn_coin_18088_o_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4692_MK_18265872_cn_coin_19969_o_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4692_MK_18265875_cn_coin_19970_o_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4692_MK_18265876_cn_coin_19971_o_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4692_MK_18265883_cn_coin_19972_o_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4706_BNF_41767778_cn_coin_23181_o_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4706_BNF_41767779_cn_coin_23182_o_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4706_BNF_41767780_cn_coin_23183_o_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4706_cn_coin_21077_p_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4706_cn_coin_21082_p_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4706_cn_coin_21086_p_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4706_cn_coin_21087_p_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4706_MK_18207798_cn_coin_17466_o_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4706_MK_18207803_cn_coin_17467_o_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4715_cn_coin_19985_p_rev.jpg,Nude Zeus standing facing& holding thunderbolt in lowered left hand; eagle standing right.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4715_cn_coin_31689_p_rev.jpg,Nude Zeus standing facing& holding thunderbolt in lowered left hand; eagle standing right.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4715_cn_coin_31690_p_rev.jpg,Nude Zeus standing facing& holding thunderbolt in lowered left hand; eagle standing right.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4715_cn_coin_31691_p_rev.jpg,Nude Zeus standing facing& holding thunderbolt in lowered left hand; eagle standing right.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4715_cn_coin_31692_p_rev.jpg,Nude Zeus standing facing& holding thunderbolt in lowered left hand; eagle standing right.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4715_cn_coin_48684_p_rev.jpg,Nude Zeus standing facing& holding thunderbolt in lowered left hand; eagle standing right.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4715_MK_18265903_cn_coin_19985_o_rev.jpg,Nude Zeus standing facing& holding thunderbolt in lowered left hand; eagle standing right.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4877_MK_18266033_cn_coin_20039_o_rev.jpg,Zeus enthroned left& right hand outstretched& left resting on sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4893_cn_coin_28157_p_rev.jpg,Zeus and four personifications; Zeus standing facing& holding thunderbolt and sceptre; in front of him Thalassa and Gaia reclining; between them an eagle; in left field bust of Selene; in right field bust of Helios.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4893_cn_coin_28158_p_rev.jpg,Zeus and four personifications; Zeus standing facing& holding thunderbolt and sceptre; in front of him Thalassa and Gaia reclining; between them an eagle; in left field bust of Selene; in right field bust of Helios.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4893_MK_18265999_cn_coin_20027_o_rev.jpg,Zeus and four personifications; Zeus standing facing& holding thunderbolt and sceptre; in front of him Thalassa and Gaia reclining; between them an eagle; in left field bust of Selene; in right field bust of Helios.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4929_MK_18224683_cn_coin_17928_o_rev.jpg,Ganymed and Zeus; left Ganymed; right Zeus; both standing to the left and turning to kiss each other.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4948_BNF_41811506_cn_coin_24858_o_rev.jpg,Altar for Zeus and Athena with canopy and sculptures& in front of it two zebus on bases.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4948_cn_coin_24858_p_rev.jpg,Altar for Zeus and Athena with canopy and sculptures& in front of it two zebus on bases.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4948_cn_coin_27862_p_rev.jpg,Altar for Zeus and Athena with canopy and sculptures& in front of it two zebus on bases.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4948_cn_coin_27863_p_rev.jpg,Altar for Zeus and Athena with canopy and sculptures& in front of it two zebus on bases.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4948_MK_18200036_cn_coin_17238_o_rev.jpg,Altar for Zeus and Athena with canopy and sculptures& in front of it two zebus on bases.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4948_MK_18200904_cn_coin_17266_o_rev.jpg,Altar for Zeus and Athena with canopy and sculptures& in front of it two zebus on bases.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4976_MK_18224702_cn_coin_17946_o_rev.jpg,Thalassa and Gaia standing facing and holding together naked& youthful Zeus (Caracalla?); in front of it eagle& wings spread.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4979_BNF_41811513_cn_coin_24865_o_rev.jpg,Tetrastyle temple on crepidoma& within enthroned Zeus& between two temples in perspective view.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4979_BNF_41811514_cn_coin_24866_o_rev.jpg,Tetrastyle temple on crepidoma& within enthroned Zeus& between two temples in perspective view.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4979_cn_coin_17324_p_rev.jpg,Tetrastyle temple on crepidoma& within enthroned Zeus& between two temples in perspective view.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4979_cn_coin_27745_p_rev.jpg,Tetrastyle temple on crepidoma& within enthroned Zeus& between two temples in perspective view.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4979_cn_coin_27746_p_rev.jpg,Tetrastyle temple on crepidoma& within enthroned Zeus& between two temples in perspective view.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4979_cn_coin_27747_p_rev.jpg,Tetrastyle temple on crepidoma& within enthroned Zeus& between two temples in perspective view.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4979_cn_coin_27748_p_rev.jpg,Tetrastyle temple on crepidoma& within enthroned Zeus& between two temples in perspective view.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4979_cn_coin_27749_p_rev.jpg,Tetrastyle temple on crepidoma& within enthroned Zeus& between two temples in perspective view.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4979_cn_coin_27750_p_rev.jpg,Tetrastyle temple on crepidoma& within enthroned Zeus& between two temples in perspective view.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4979_cn_coin_27751_p_rev.jpg,Tetrastyle temple on crepidoma& within enthroned Zeus& between two temples in perspective view.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4979_cn_coin_27752_p_rev.jpg,Tetrastyle temple on crepidoma& within enthroned Zeus& between two temples in perspective view.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4979_cn_coin_27753_p_rev.jpg,Tetrastyle temple on crepidoma& within enthroned Zeus& between two temples in perspective view.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4979_cn_coin_27754_p_rev.jpg,Tetrastyle temple on crepidoma& within enthroned Zeus& between two temples in perspective view.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4979_cn_coin_27755_p_rev.jpg,Tetrastyle temple on crepidoma& within enthroned Zeus& between two temples in perspective view.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4979_MK_18203351_cn_coin_17324_o_rev.jpg,Tetrastyle temple on crepidoma& within enthroned Zeus& between two temples in perspective view.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4979_MK_18224704_cn_coin_17947_o_rev.jpg,Tetrastyle temple on crepidoma& within enthroned Zeus& between two temples in perspective view.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4992_cn_coin_27726_p_rev.jpg,Thalassa and Gaia standing facing and holding together naked& youthful Zeus (Geta?); in front of it eagle& wings spread.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4992_MK_18224707_cn_coin_17949_o_rev.jpg,Thalassa and Gaia standing facing and holding together naked& youthful Zeus (Geta?); in front of it eagle& wings spread.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_5063_BNF_41811549_cn_coin_24901_o_rev.jpg,Asklepios and Zeus; to left& Asklepios holding serpent staff; to right& Zeus enthroned left& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_5063_cn_coin_27744_p_rev.jpg,Asklepios and Zeus; to left& Asklepios holding serpent staff; to right& Zeus enthroned left& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_5063_MK_18203358_cn_coin_17328_o_rev.jpg,Asklepios and Zeus; to left& Asklepios holding serpent staff; to right& Zeus enthroned left& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_5063_MK_18266259_cn_coin_20058_o_rev.jpg,Asklepios and Zeus; to left& Asklepios holding serpent staff; to right& Zeus enthroned left& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_5830_BNF_Fonds général 301_cn_coin_28013_o_rev.jpg,Nude Zeus standing facing& head left& holding eagle on his r. extended hand and long sceptre in left hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_5830_cn_coin_28013_p_rev.jpg,Nude Zeus standing facing& head left& holding eagle on his r. extended hand and long sceptre in left hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_6944_BNF_41766309_cn_coin_21715_o_rev.jpg,Nude Zeus standing facing& head left& holding eagle on his r. extended hand and long sceptre in left hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_6062_cn_coin_28293_p_rev.jpg,Zeus seated& left& holding statue and long sceptre; in front of him& river-god reclining& left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_6447_cn_coin_5279_p_rev.jpg,Zeus standing left& holding patera and sceptre; at his feet& eagle& holding wreath in beak.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_6923_BNF_41766294_cn_coin_21700_o_rev.jpg,Zeus standing facing& head left& holding eagle on his r. extended hand and long sceptre in left hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_6923_BNF_41840550_cn_coin_26087_o_rev.jpg,Zeus standing facing& head left& holding eagle on his r. extended hand and long sceptre in left hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_6923_BNF_41849573_cn_coin_26442_o_rev.jpg,Zeus standing facing& head left& holding eagle on his r. extended hand and long sceptre in left hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_6925_BNF_41766296_cn_coin_21702_o_rev.jpg,Zeus standing facing& head left& holding eagle on his r. extended hand and long sceptre in left hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_6929_BNF_41766301_cn_coin_21707_o_rev.jpg,Zeus standing facing& head left& holding eagle on his r. extended hand and long sceptre in left hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_7367_cn_coin_29501_p_rev.jpg,Zeus standing left& wearing long garment; holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_7369_cn_coin_29502_p_rev.jpg,Zeus standing left& wearing long garment; holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_7370_cn_coin_29504_p_rev.jpg,Zeus standing left& wearing long garment; holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_7373_cn_coin_29508_p_rev.jpg,Zeus standing left& wearing long garment; holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_7469_cn_coin_29689_p_rev.jpg,Zeus enthroned left& holding eagle with spread wings& right& in outstretched right hand& leaning left on sceptre. Border of dots.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_7469_cn_coin_29692_p_rev.jpg,Zeus enthroned left& holding eagle with spread wings& right& in outstretched right hand& leaning left on sceptre. Border of dots.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_7482_cn_coin_29712_p_rev.jpg,Zeus wearing long garment enthroned left& holding patera in outstretched right hand& leaning left on sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_7744_cn_coin_30356_p_rev.jpg,Zeus standing left& wearing long garment; holding patera and sceptre; at his feet leftz eagle with spread out wings standing left& head right.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_7751_cn_coin_30375_o_rev.jpg,Zeus enthroned left& holding patera and sceptre; at his feet& eagle& holding wreath in beak.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_7982_cn_coin_31372_p_rev.jpg,Zeus enthroned left& wearing long garment& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_7982_cn_coin_31373_p_rev.jpg,Zeus enthroned left& wearing long garment& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_12033_cn_coin_38663_p_rev.jpg,Zeus enthroned left& wearing long garment; holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_12033_cn_coin_38664_p_rev.jpg,Zeus enthroned left& wearing long garment; holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_12033_cn_coin_38665_p_rev.jpg,Zeus enthroned left& wearing long garment; holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_12033_cn_coin_38666_p_rev.jpg,Zeus enthroned left& wearing long garment; holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_12033_cn_coin_38667_p_rev.jpg,Zeus enthroned left& wearing long garment; holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_8195_cn_coin_31572_p_rev.jpg,Zeus left& holding pater and sceptre; at his feet& eagle& standing left& head right& wings spread.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_8196_cn_coin_31881_p_rev.jpg,Zeus left& holding pater and sceptre; at his feet& eagle& standing left& head right& wings spread.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_8972_cn_coin_32807_p_rev.jpg,Nude Zeus standing facing& head left& cloak over left shoulder& holding patera in right hand& resting left hand on sceptre; at his feet& eagle.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_9097_cn_coin_33331_p_rev.jpg,Zeus naked to waist standing facing& head left& holding patera in right hand& left arm resting on sceptre; at his feet& eagle.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_9121_BNF_41767188_cn_coin_22592_o_rev.jpg,Zeus naked to waist standing facing& head left& holding patera in right hand& left arm resting on sceptre; at his feet& eagle.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_9121_MK_18221461_cn_coin_17614_o_rev.jpg,Zeus naked to waist standing facing& head left& holding patera in right hand& left arm resting on sceptre; at his feet& eagle.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_11679_MK_18261439_cn_coin_19248_o_rev.jpg,Head of Zeus Ammon& left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_12748_MK_18261415_cn_coin_19236_o_rev.jpg,Head of Zeus Ammon& left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_1542_MK_18243362_cn_coin_3876_o_rev.jpg,Zeus enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_18933_MK_18271677_cn_coin_41351_o_rev.jpg,Zeus standing& left& holding a patera in his outstretched right hand& left hand resting on a sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_11775_cn_coin_40428_p_obv.jpg,Nude Zeus standing facing& head left& holding patera in outstretched right hand and sceptre in left hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_11775_cn_coin_40428_p_rev.jpg,Nude Zeus standing facing& head left& holding patera in outstretched right hand and sceptre in left hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_11775_cn_coin_40429_p_obv.jpg,Nude Zeus standing facing& head left& holding patera in outstretched right hand and sceptre in left hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_11775_cn_coin_40429_p_rev.jpg,Nude Zeus standing facing& head left& holding patera in outstretched right hand and sceptre in left hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_12738_BNF_41768115_cn_coin_23518_o_rev.jpg,Nude Zeus standing facing& head left& holding patera in outstretched right hand and sceptre in left hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_12738_cn_coin_23518_p_rev.jpg,Nude Zeus standing facing& head left& holding patera in outstretched right hand and sceptre in left hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19496_cn_coin_42110_p_rev.jpg,Façade of a tetrastyle temple; within Zeus standing left & holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19498_cn_coin_42114_p_rev.jpg,Zeus standing& right& holding unidentifiable object and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19498_cn_coin_42115_p_rev.jpg,Zeus standing& right& holding unidentifiable object and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_18961_cn_coin_42341_p_rev.jpg,Cult statue of Zeus Idaios& standing facing& holding eagle and scepter.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19192_MK_18243293_cn_coin_18527_o_rev.jpg,Cult statue of Zeus Idaios& standing facing& holding eagle and scepter.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_16982_BNF_41766375_cn_coin_21779_o_rev.jpg,Zeus standing facing& head left& holding thunderbolt and sceptre; at his feet& eagle standing facing& head left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_16982_cn_coin_33165_p_rev.jpg,Zeus standing facing& head left& holding thunderbolt and sceptre; at his feet& eagle standing facing& head left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_16982_cn_coin_43733_p_rev.jpg,Zeus standing facing& head left& holding thunderbolt and sceptre; at his feet& eagle standing facing& head left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_16982_cn_coin_43736_p_rev.jpg,Zeus standing facing& head left& holding thunderbolt and sceptre; at his feet& eagle standing facing& head left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_16982_MK_18269881_cn_coin_33165_o_rev.jpg,Zeus standing facing& head left& holding thunderbolt and sceptre; at his feet& eagle standing facing& head left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_16984_BNF_41766373_cn_coin_21777_o_rev.jpg,Zeus standing facing& head left& holding thunderbolt and sceptre; at his feet& eagle standing facing& head left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_16984_cn_coin_33164_p_rev.jpg,Zeus standing facing& head left& holding thunderbolt and sceptre; at his feet& eagle standing facing& head left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_16984_cn_coin_43734_p_rev.jpg,Zeus standing facing& head left& holding thunderbolt and sceptre; at his feet& eagle standing facing& head left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_16984_cn_coin_43735_p_rev.jpg,Zeus standing facing& head left& holding thunderbolt and sceptre; at his feet& eagle standing facing& head left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_16984_MK_18269878_cn_coin_33163_o_rev.jpg,Zeus standing facing& head left& holding thunderbolt and sceptre; at his feet& eagle standing facing& head left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_16984_MK_18269879_cn_coin_33164_o_rev.jpg,Zeus standing facing& head left& holding thunderbolt and sceptre; at his feet& eagle standing facing& head left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19874_cn_coin_43737_p_rev.jpg,Zeus standing facing& head left& holding thunderbolt and sceptre; at his feet& eagle standing facing& head left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_16987_cn_coin_33166_p_rev.jpg,Male figure (Heros?) and Zeus; to left nude male figure (Heros?) standing left& left foot on cippus (altar?); to right Zeus& standing facing& head left& holding thunderbolt and sceptre& at his feet eagle& standing right; between them& child& standing facing.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_16987_MK_18269882_cn_coin_33166_o_rev.jpg,Male figure (Heros?) and Zeus; to left nude male figure (Heros?) standing left& left foot on cippus (altar?); to right Zeus& standing facing& head left& holding thunderbolt and sceptre& at his feet eagle& standing right; between them& child& standing facing.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19582_cn_coin_33166_p_rev.jpg,Male figure (Heros?) and Zeus; to left nude male figure (Heros?) standing left& left foot on cippus (altar?); to right Zeus& standing facing& head left& holding thunderbolt and sceptre& at his feet eagle& standing right; between them& child& standing facing.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19582_MK_18269882_cn_coin_33166_o_rev.jpg,Male figure (Heros?) and Zeus; to left nude male figure (Heros?) standing left& left foot on cippus (altar?); to right Zeus& standing facing& head left& holding thunderbolt and sceptre& at his feet eagle& standing right; between them& child& standing facing.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19591_MK_18270089_cn_coin_33176_o_rev.jpg,Male figure (Heros?) and Zeus; to left nude male figure (Heros?) standing left& left foot on cippus (altar?); to right Zeus& standing facing& head left& holding thunderbolt and sceptre& at his feet eagle& standing right; between them& child& standing facing.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19687_MK_Platzhalter_cn_coin_40993_o_rev.jpg,Zeus Idaios& standing facing& head to left& holding eagle and scepter.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19687_MK_Platzhalter_cn_coin_41000_o_rev.jpg,Zeus Idaios& standing facing& head to left& holding eagle and scepter.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19592_cn_coin_33178_p_rev.jpg,Male figure (Heros?) and Zeus on basis with piers; to left nude male figure (Heros?) standing left& left foot on pier; to right Zeus& standing facing& head left& holding thunderbolt and sceptre& at his feet eagle& standing left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19592_MK_18270092_cn_coin_33178_o_rev.jpg,Male figure (Heros?) and Zeus on basis with piers; to left nude male figure (Heros?) standing left& left foot on pier; to right Zeus& standing facing& head left& holding thunderbolt and sceptre& at his feet eagle& standing left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19594_cn_coin_33181_p_rev.jpg,Zeus standing facing& head left& holding thunderbolt and sceptre; at his feet& eagle.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19594_MK_18270095_cn_coin_33181_o_rev.jpg,Zeus standing facing& head left& holding thunderbolt and sceptre; at his feet& eagle.
